   ,CO,NO2,SO2,O3,PM25,PM10,TEMPERATURE,HUMIDITY,RECEIVETIME,PM05N,PM1N,PM25N,PM10N
979,62.63,278.2,174.73,592.77,107.5,116.33,0.17,108.6,2017/3/4 8:00,17795.13,6535.4,872,2236965.13
980,76,442.53,110.63,772.73,101.43,112.9,3.6,108.47,2017/3/4 9:00,13928.97,5253.97,790.7,3
981,88.43,441.73,118.57,824.67,109.3,123.07,6.3,99.4,2017/3/4 10:00,11126.87,4546.83,815.8,3
982,98.6,456.73,130.2,863.83,115.47,132.47,8.43,87.43,2017/3/4 11:00,11322.73,4666.1,875.53,3
983,109.1,496.6,126.3,912.6,107.5,121.87,9.93,78.33,2017/3/4 12:00,10633.3,4355.6,806.13,3
984,115.9,570.27,109.4,977.97,115.23,130.97,10.5,75.67,2017/3/4 13:00,11341.2,4661.77,869.67,3
985,113.57,575.87,105.03,961.13,113.1,128.2,10.43,75.27,2017/3/4 14:00,11323.5,4618.23,856.47,3
986,108.77,604.7,95.93,990.8,113.23,129.47,9.73,77.13,2017/3/4 15:00,11111.93,4566.23,857.87,3
987,106.63,601.43,92.13,984,114.37,130.47,8.8,80.23,2017/3/4 16:00,11119.33,4581.57,873.63,3
988,110.87,496.7,114.43,948.13,130.93,149.77,8.13,82,2017/3/4 17:00,12701.7,5223.13,1005.57,3
989,114.5,429.57,131.87,876.6,144.1,168.2,7.43,86.2,2017/3/4 18:00,13744.17,5718,1117.47,3
990,96.9,309.93,165.07,670.83,152.67,173.5,4.8,96.43,2017/3/4 19:00,15113.83,6237.43,1198.63,3
991,87.4,274.33,175.37,595.73,155.2,173.5,3.23,103.93,2017/3/4 20:00,18058.7,7216.27,1270.77,3
992,86.3,272.2,164.7,596.4,168.77,187.53,2,108.87,2017/3/4 21:00,24388.73,9510.73,1480.43,3
993,85.43,270.1,171.5,582.87,182.93,203.17,2,109,2017/3/4 22:00,26789.7,10513.83,1631.07,559243.53
994,85.2,274.27,166.53,588.43,416.43,519.93,2,109,2017/3/4 23:00,29844.63,15739.13,4840.17,3
995,85.8,293.5,156.7,613.57,975.9,995.77,2,109,2017/3/5,37950.9,26075.9,11297.57,3
996,83.87,310.2,154.27,597,973.63,996.5,1.1,109,2017/3/5 1:00,40307.47,28419.07,12883.97,3
997,86.6,438.93,118.4,660.9,397.17,496.97,2,109,2017/3/5 2:00,33923.97,18100.63,4679.57,559243.53
998,103.07,497.2,96.4,784.8,142.3,161.1,2,109,2017/3/5 3:00,20698.7,8174.93,1300.97,1677724.6
999,68.03,582.7,88.9,856.7,54.3,61.73,2,102.33,2017/3/5 4:00,8139.47,3159.97,484.77,3
1000,58.8,553.13,92.9,789.67,22.03,26.57,2,94.17,2017/3/5 5:00,3285.13,1391.9,202.4,3
1001,57.43,515.7,94.6,762.27,18.63,22.97,2,88.73,2017/3/5 6:00,2801.13,1205.53,170.43,559243.53
1002,56.4,507,94.83,752.13,17.33,21.27,1.2,86.7,2017/3/5 7:00,2629,1141.4,156.8,1118484.07
1003,57.53,509.43,107,764.17,17.27,21.23,1.7,85.43,2017/3/5 8:00,2666.1,1159.13,157.8,3
1004,58.4,569.07,106.2,820.27,14.73,17.97,2.87,75.4,2017/3/5 9:00,2265.93,1008.47,130.13,559243.53
1005,59.7,609.7,98.37,862.57,13.83,16.83,3.97,61.57,2017/3/5 10:00,1976.17,912.9,115.3,3
1006,62.33,602.37,87.1,887.87,15.03,18.5,5.17,52.83,2017/3/5 11:00,1721.73,852.4,111.17,3
1007,63.37,576.43,87.67,897.73,14.63,18.5,6,45.17,2017/3/5 12:00,1544.37,791.53,99.27,3
1008,65.73,551.9,100.9,917,15.3,18.77,6.53,38.87,2017/3/5 13:00,1602.97,813.5,110,3
1009,68.4,531.9,106.93,922.97,14.83,17.97,7.7,32.07,2017/3/5 14:00,1574.57,795.7,98.1,3
1010,74.03,539.33,114,936.83,17.97,22.1,8.4,30.1,2017/3/5 15:00,1924.13,928.2,120.33,3
1011,96.07,549.17,124.93,901.23,22.23,27.27,8.23,34,2017/3/5 16:00,2216.1,1055,157.8,3
1012,95.73,571.5,106.13,896.33,19.87,25.27,6.97,37.5,2017/3/5 17:00,2061.13,984.33,141.27,3
1013,86.33,563.17,81.77,868.8,19.43,24.33,5.47,40.73,2017/3/5 18:00,2100.37,991.6,139.27,3
1014,77.07,449.93,109,785.77,22.97,28.77,4.2,46.5,2017/3/5 19:00,2470.33,1140.47,169.03,3
1015,76.8,479.1,133.23,710.43,28.63,34.2,3,49.73,2017/3/5 20:00,4004.47,1638.13,239.6,3
1016,77.4,321.87,171.37,649.23,34.37,40.93,2.03,51.33,2017/3/5 21:00,5233.7,2052.9,299.7,3
1017,72.5,345.77,163.67,700.73,33.43,39.63,1.67,51.53,2017/3/5 22:00,5061.5,2009.8,293.47,3
1018,73.43,309.5,176.77,675.97,38.37,44.77,0.63,54.7,2017/3/5 23:00,5971.83,2333.2,345.5,1118484.07
1019,70.57,283.33,190.7,626.47,37.7,43.97,0,54.8,2017/3/6,5796.63,2253.43,333.03,1677724.6
1020,76.53,278.63,176.6,608.9,59.37,68.53,-0.03,61.53,2017/3/6 1:00,9121.1,3511.87,541.07,1118484.07
1021,72.53,269,179.27,567.97,67.93,77.63,-1,71.83,2017/3/6 2:00,10272.67,3955.8,618.77,559243.53
1022,78.7,247.97,189.87,526.63,87.97,100.57,-1.37,81.2,2017/3/6 3:00,13151,5067.47,800.53,559243.53
1023,81.23,215.93,221.5,468,88.37,98.7,-2.03,82.33,2017/3/6 4:00,13221.87,5041.3,767.67,3
1024,78.07,207.67,225.43,466.83,79.07,91.37,-3,81.9,2017/3/6 5:00,10715.4,4186.07,683.37,3
1025,82.37,221.23,213.37,500.4,83.6,99.8,-3,81.3,2017/3/6 6:00,9732.03,4012.13,725.47,3
1026,88.23,231.5,208.03,518.37,102.23,130.17,-3,81.1,2017/3/6 7:00,10947.83,4713,945.27,3
1027,99.1,283.67,226.53,572.1,69.3,80.67,-1.4,79.57,2017/3/6 8:00,9773.8,3838,629.8,559243.53
1028,89.17,565.57,199.77,774.17,46.17,54.63,3.2,58.1,2017/3/6 9:00,6391.5,2535.13,397.4,3
1029,94.17,836.93,123.67,901.73,35,45.37,7.7,35.37,2017/3/6 10:00,3425.27,1532.53,263.17,3
1030,99.27,844.9,118.03,923,37.47,47.4,10.1,27.33,2017/3/6 11:00,3704.67,1639.43,283.07,3
1031,97,856.23,93.57,973.23,29.03,36.5,11.6,17.9,2017/3/6 12:00,2938.83,1340.13,216.57,3
1032,96.27,700,91.93,992.43,23.2,29.8,12.77,12.5,2017/3/6 13:00,2445.9,1141.7,173.67,3
1033,87.9,604.8,98.07,973.77,19.1,23.43,13.57,10.87,2017/3/6 14:00,2092.17,995.23,132.77,3
1034,84.3,646.07,96.93,981.13,17.23,22.23,13.8,10.23,2017/3/6 15:00,1909.37,925.2,118.9,3
1035,114.47,608.67,96.87,893.83,41.07,51.43,11.63,23.73,2017/3/6 16:00,4224.57,1827.13,313.23,3
1036,94.13,629.2,99.47,917.8,23.77,30.7,11,25,2017/3/6 17:00,2505.13,1164.03,170.27,3
1037,85.9,559.87,104.27,813.9,16.97,22.27,9.3,25.33,2017/3/6 18:00,1809.17,891.2,120.7,3
1038,94.27,456,104.33,707.4,31.67,39.8,5.93,58.77,2017/3/6 19:00,3285.2,1479.1,243.73,3
1039,87.73,342.23,129.43,647.6,37.57,43.87,2.67,88.77,2017/3/6 20:00,5203.97,2102.27,321.9,3
1040,85.63,330.13,136.47,664.57,40.23,47.1,1.23,97.6,2017/3/6 21:00,6118.57,2405.33,363.4,3
1041,77.7,315.63,143.03,639.87,32.73,38.57,0.3,100.63,2017/3/6 22:00,4932.53,1992.83,299.83,559243.53
1042,64.33,380.47,115.97,710.27,21.73,26.07,0.07,100.13,2017/3/6 23:00,3311.17,1394.5,194.17,2236965.13
1043,57.97,361.83,124.53,731.6,17.93,22.2,0,98.93,2017/3/7,2781.5,1194,162.5,3
1044,56.2,325.97,142.7,704.47,18.5,21.8,0,95.9,2017/3/7 1:00,2997.23,1244.1,162.37,1118484.07
1045,56.43,286.27,158.6,602.93,20.13,22.67,-0.87,98.73,2017/3/7 2:00,3296.73,1328.67,169.43,1118484.07
1046,56.93,250.23,167.33,571.07,22.6,26.37,-1.87,103.07,2017/3/7 3:00,3627.67,1454.87,192.03,559243.53
1047,58.93,256.2,171.83,576.77,24.63,28.53,-2,104.93,2017/3/7 4:00,3644,1470.83,208.4,559243.53
1048,54.7,278.03,184.43,607.7,16,18.13,-2.43,89.23,2017/3/7 5:00,2413.2,1014,126.7,3
1049,53.97,361.27,146.07,699.13,7.7,8.53,-1.9,63.8,2017/3/7 6:00,1345.37,614.87,55.83,3
1050,53.93,329.97,156.67,663.77,10.27,11.87,-1.57,49.83,2017/3/7 7:00,1743.97,759.53,83.9,3
1051,57.43,346.63,169.83,674.47,12.73,14.43,-0.73,47.13,2017/3/7 8:00,2116.37,903.23,106.83,559243.53
1052,66.47,415.87,153.93,738.93,10.53,12.33,0.83,37.67,2017/3/7 9:00,1770.8,787.9,83.97,1118484.07
1053,65.8,491.4,137.83,825.93,7.87,9.33,3.3,21.83,2017/3/7 10:00,1390.73,659.23,57.57,3
1054,71.4,510.17,107.5,837.73,8.33,9.63,5.17,18.6,2017/3/7 11:00,1086.23,578.77,49.77,3
1055,69.17,532.2,105.63,839.1,9.23,11.1,6.5,17.57,2017/3/7 12:00,1118.87,603.27,54.03,3
1056,68.03,522.57,103.3,860.7,9.2,10.53,6.87,15.2,2017/3/7 13:00,1070.3,579.9,51.53,3
1057,68.88,551.85,96.81,864.31,7.77,9.54,7.92,13.08,2017/3/7 14:00,974.88,545.81,43.42,3
1058,78.33,555.93,98.8,880.7,9.67,12.4,8.03,12.13,2017/3/7 15:00,1103.1,598.43,57.33,3
1059,77.3,582.5,91.6,883.67,8.83,11.6,8.2,10.9,2017/3/7 16:00,1042.37,578.13,53.2,3
1060,74.93,581.57,84.9,895.5,10.93,13.83,8,10.73,2017/3/7 17:00,1270.77,662.1,66,3
1061,73.13,492.97,108.3,857.9,11.67,15.13,7.07,12,2017/3/7 18:00,1361.53,693.57,74.97,3
1062,65.5,359.53,131.63,750.37,11.23,14.33,5.03,15.53,2017/3/7 19:00,1286.67,664.47,71.4,3
1063,64.63,319.03,159.07,689.07,17.3,22.83,3.27,20.17,2017/3/7 20:00,1923.23,917.23,126.97,3
1064,77.43,334.8,169.6,678.83,36.33,45.4,2.33,24.6,2017/3/7 21:00,4529.43,1906.1,317.13,3
1065,84.43,322.93,182.83,656.43,33.1,39.27,2.27,24.07,2017/3/7 22:00,4563.93,1887.17,294.9,3
1066,75.63,344.47,187.5,660.7,20.5,25.4,2.97,23.77,2017/3/7 23:00,2617.93,1160.4,165.97,3
1067,60.53,327.9,151.47,641.77,11.73,14.1,1.97,27.23,2017/3/8,1779.73,818.2,96.43,3
1068,57,289.27,164.17,621.4,8.87,10.97,1,29.8,2017/3/8 1:00,1452,688.67,71.63,559243.53
1069,72.07,250,197.17,525.1,17.47,22.37,-0.43,37.63,2017/3/8 2:00,2641.47,1147.7,163.97,3
1070,68.93,232.73,196.73,608.77,28.77,35.13,-1.83,47.47,2017/3/8 3:00,4004.6,1662.1,268.97,559243.53
1071,74.87,252.93,198.6,550.03,30.43,36.1,-1.7,48.83,2017/3/8 4:00,4477.57,1829,288.2,3
1072,92.67,240.97,213.93,520.07,47.17,56.3,-2.17,53.47,2017/3/8 5:00,6694.93,2666.07,439.13,3
1073,90.67,248.3,217.73,535.63,49.17,59.07,-1.97,52.27,2017/3/8 6:00,6628.53,2671.7,452.87,3
1074,76.97,260.13,225.73,556.27,36.53,42.03,-0.67,42.57,2017/3/8 7:00,5545.7,2210.43,339.03,559243.53
1075,79.23,293.1,241.87,582.8,30.8,35.97,1,33.63,2017/3/8 8:00,4771.3,1914.83,277.3,559243.53
1076,95.47,362.37,288.3,665.87,33.27,39.87,4.1,24.8,2017/3/8 9:00,4099.03,1712.17,269.93,3
1077,99.03,513.57,153.23,822.2,23.03,29.83,7.5,17.43,2017/3/8 10:00,2333.2,1093.83,164.53,3
1078,95.9,676.43,94,937.67,11.87,15.73,10.07,11.17,2017/3/8 11:00,1353.43,704.63,79,3
1079,94.63,644.3,93.93,958.9,14.77,17.4,11.1,9.87,2017/3/8 12:00,1629.6,812.4,97.03,3
1080,87.8,614.73,90.1,995.7,14.77,17.07,11.77,8.8,2017/3/8 13:00,1633.7,812.73,97.4,3
1081,90.47,684.87,84.63,1059.57,16.63,20.53,12.93,8.17,2017/3/8 14:00,1828.5,896.77,114.07,3
1082,89.5,693.33,81.63,1087.67,17.93,21.37,13,7.13,2017/3/8 15:00,2034,972.73,128.1,3
1083,87.6,691.47,78.03,1111.6,20.43,23.5,13,7.13,2017/3/8 16:00,2273.3,1058.47,142.33,3
1084,82.7,681.2,77.6,1089.07,18.6,21.7,13,7.23,2017/3/8 17:00,2050.63,978.7,131,3
1085,85.03,572.2,90.93,1013.03,19.6,23.77,11.77,8.63,2017/3/8 18:00,2130.67,1006.17,139.43,3
1086,84.77,418.53,141.87,868.9,25.4,32.47,9.4,12.8,2017/3/8 19:00,2614.43,1199.33,190.2,3
1087,72.67,352.03,158.17,728.7,29.57,38.73,6,21.37,2017/3/8 20:00,2965.57,1348.53,224.93,3
1088,74.54,344.83,165.54,722.04,42.83,54.33,4.25,25.38,2017/3/8 21:00,4269.21,1873.67,341.58,3
1089,76.43,319.67,174.83,687.3,57.6,74.47,3.27,30,2017/3/8 22:00,6018.43,2586.9,489.23,3
1090,83.3,312.17,180.57,686.1,70.3,84.43,2,35.23,2017/3/8 23:00,8938.9,3613.9,640.67,3
1091,77.67,295.67,188.17,649.9,63.47,73.13,1.5,36.47,2017/3/9,9107.8,3539.3,580,3
1092,77.5,276,190.77,652.85,54.12,61.88,1.42,37.46,2017/3/9 1:00,8210.08,3131.19,487.69,3
1093,77.63,256.63,206.17,613.17,57.33,67.63,0.6,40.03,2017/3/9 2:00,7550.73,3000.33,496.13,3
1094,75.13,254.67,193.37,541.27,59.27,69.8,-0.4,50.17,2017/3/9 3:00,8519.2,3342.93,554.13,3
1095,79.47,255.5,201.33,555.43,63.13,74.47,-0.5,51.3,2017/3/9 4:00,9032.13,3545.43,588.53,559243.53
1096,82.37,268.23,204.77,576.1,62.3,73.1,-0.07,48.37,2017/3/9 5:00,9105.7,3568.1,581.2,1118484.07
1097,84,268.21,210.79,553,64.14,75.29,-0.5,47.57,2017/3/9 6:00,9227.21,3618.07,594.21,1198375.57
1098,78.07,251.7,213,542.63,68.63,80.1,-1.27,51.83,2017/3/9 7:00,10176.03,3961.37,644.53,3
1099,88.17,249.03,255.37,543.87,76.7,89.73,-0.27,53.8,2017/3/9 8:00,11386.73,4392.57,715.9,1677724.6
1100,109.6,353.03,253.8,730.77,74.63,88.73,4.33,36.07,2017/3/9 9:00,8992.9,3608.67,626.23,3
1101,120.6,418.5,221.73,828.9,62.93,77.33,10.63,19.07,2017/3/9 10:00,6281.07,2632.87,481,3
1102,97.13,538.63,196.03,883.67,20.6,24.77,14.6,7.9,2017/3/9 11:00,2344.73,1083.93,146.5,3
1103,92.9,550.1,150.67,956.07,15.67,18.27,16.1,5.9,2017/3/9 12:00,1915.03,910.67,107.23,3
1104,97.83,567.67,126.47,964.2,16.4,19.77,16.27,5.13,2017/3/9 13:00,1971.17,938.47,110.93,3
1105,103.53,593.03,119.17,1014.87,18.67,22.87,17,4.7,2017/3/9 14:00,2281.33,1046.9,129.5,3
1106,100.53,584.07,110.23,1072.53,18.8,22.43,17.27,4.53,2017/3/9 15:00,2311.37,1059.47,130.47,3
1107,95.43,631.5,104.9,1109.83,16.53,19.67,17.8,4.37,2017/3/9 16:00,2009.07,946.43,112.83,3
1108,90.87,568.9,106,1067.07,15.3,17.97,17,4.83,2017/3/9 17:00,1895.53,906.47,104.2,3
1109,88,479.3,122.13,985.97,14.47,17.37,15.5,5.97,2017/3/9 18:00,1754.1,859.47,98.07,3
1110,94.1,416.8,162.93,890.93,22.37,28.53,12.6,8.87,2017/3/9 19:00,2576.87,1159.13,166.33,3
1111,86.9,342.7,181.97,728.97,36.1,51.3,9,17.1,2017/3/9 20:00,3658.3,1646.4,301.07,3
1112,94.9,320.83,186.63,692.17,57.43,74.6,6.43,25.17,2017/3/9 21:00,5883.5,2497.13,465.17,3
1113,93.77,313.93,194.27,709.9,69.1,90.5,5.23,29.63,2017/3/9 22:00,7025.27,2985.67,573.57,3
1114,93.73,316.73,193.77,684.4,77.1,98.37,4.57,32.67,2017/3/9 23:00,8506.9,3505.3,649.8,3
1115,100.5,325.63,191.97,721.27,88.67,110.73,4,34.7,2017/3/10,9847.67,4050.8,764.07,3
1116,102.2,288.53,212.37,641.17,102.83,122.93,2.73,36.73,2017/3/10 1:00,12720.63,5126.2,914.43,3
1117,97.93,243.47,218.6,599.13,102.07,119.83,1.8,40.93,2017/3/10 2:00,14399.63,5668.67,952.8,3
1118,90,244.9,225.83,583.67,90.57,106.5,1.2,44.27,2017/3/10 3:00,13084.93,5136.23,854.9,3
1119,84.27,246.8,232.03,560.2,91.6,107.2,1.03,45.6,2017/3/10 4:00,13296.27,5171.8,852.8,559243.53
1120,86.6,254.63,239.1,578.53,81.67,95.97,0.13,47.23,2017/3/10 5:00,11962.43,4660.13,768.23,3355446.2
1121,88.27,251.8,232.03,564.8,77.73,90,0.23,47.23,2017/3/10 6:00,11470.53,4423.9,708.23,2236965.13
1122,96.2,264.27,220.63,583.03,81.93,96.07,0,48.7,2017/3/10 7:00,12043.07,4669.97,763,1118484.07
1123,107.9,264.27,255.73,583.03,89.57,105.4,1.07,49.93,2017/3/10 8:00,13008.3,5037.07,829.27,2796205.67
1124,116.9,325.03,263.33,651.57,88.63,107.73,6.27,40.37,2017/3/10 9:00,9985.07,4044.7,726.33,3
1125,149.88,487.31,241.12,890.15,76,92.23,12.88,19.88,2017/3/10 10:00,7936.19,3260.46,591.69,3
1126,159.6,551.67,208.5,953.8,50.77,61.17,16.2,11.4,2017/3/10 11:00,5719.8,2333.07,389.73,3
1127,138.57,641.87,160.8,1008.6,41.8,51.03,18,8.83,2017/3/10 12:00,4872,2011.27,317.3,3
1128,130.87,718.6,126.83,1075.53,35.5,43.73,18.87,7.17,2017/3/10 13:00,4204.97,1748.47,267.67,3
1129,124.7,814.97,118.73,1189.67,29.7,36,20,5.2,2017/3/10 14:00,3741.43,1531.67,215,3
1130,120.77,759.77,119.77,1201.87,25.8,31.23,20.87,4.07,2017/3/10 15:00,3292,1394.5,185.47,3
1131,116.38,817.96,118.67,1202.5,24.92,30.25,21,3.92,2017/3/10 16:00,3176.54,1355.38,187.46,3
1132,113.1,846.37,103.43,1206.03,27.7,33.3,19.63,5.37,2017/3/10 17:00,3500.33,1463.97,203.93,3
1133,105.3,598.97,126,1013.83,30.57,38.83,17.53,9.13,2017/3/10 18:00,3637.37,1548.07,235.27,3
1134,95.67,393.97,156.1,792.87,41.6,57.27,13.27,15.93,2017/3/10 19:00,4490.6,1933.43,346.3,3
1135,92.59,392.52,159.03,829.76,61.86,76.93,10.59,23,2017/3/10 20:00,6434.41,2688.28,494.9,3
1136,104.53,370.1,168.2,796.27,81.3,98.97,9.2,27.8,2017/3/10 21:00,8375.7,3443,635.3,3
1137,96.6,329.73,178.77,695.6,83.57,104.5,8,33.3,2017/3/10 22:00,8559.03,3538.5,662.53,3
1138,100.37,327.27,191.33,722.9,113.33,134.9,7.67,37.3,2017/3/10 23:00,11635.53,4759.97,873.57,3
1139,96.92,319.08,187.65,712.54,105.04,125.35,7.35,40.46,2017/3/11,10540.62,4335.15,817,3
1140,96.97,330.63,191.6,684.37,103.83,127.27,6.97,41.47,2017/3/11 1:00,10458.7,4334.4,833.23,3
1141,103.8,342.37,200.97,696.17,113.97,136,6.57,39.53,2017/3/11 2:00,11507.93,4744.4,911.8,3
1142,110.4,342.57,214.13,707.07,116.8,138.67,6,38.53,2017/3/11 3:00,11910.43,4892,927.5,3
1143,113.2,335.6,216.9,728.47,123,146.03,5.9,38.93,2017/3/11 4:00,12540.3,5169.8,981.5,3
1144,112.67,340.23,210.13,705.13,136.73,158.77,5,42.4,2017/3/11 5:00,14378.77,5897.5,1113.1,3
1145,121.23,347.63,207.6,709.1,135.97,159.2,4.5,43.83,2017/3/11 6:00,14692.27,5998.07,1106.07,3
1146,115.5,310.27,200.33,648.37,128.1,145.27,3.17,52.93,2017/3/11 7:00,18105.27,7024.7,1133.87,3
1147,138.1,334.63,236.13,674.23,143.17,164.8,3.87,55.77,2017/3/11 8:00,19775.63,7687.67,1268.13,3
1148,164.93,389.2,310.03,762.1,165.8,201.17,8.43,42.67,2017/3/11 9:00,15922.63,6674.8,1317.13,3
1149,165.56,486.38,262.69,896.69,130.81,157.69,12.81,29.06,2017/3/11 10:00,12958.31,5360.88,1045.75,3
1150,161.9,722.4,148,1107.2,113.2,138.33,18.4,16.83,2017/3/11 12:00,12253.53,4947.1,934.37,3
1151,154.5,678.57,148.43,1181.37,105.33,126.87,20.17,13.97,2017/3/11 13:00,11665.93,4640.67,859.77,3
1152,146.93,784.43,126.73,1251.6,94.97,114.13,21,11.9,2017/3/11 14:00,10706,4253.5,780.53,3
1153,146.8,692.2,129.4,1279.77,105.03,125.4,20.83,12.3,2017/3/11 15:00,11996.6,4766.6,876.03,3
1154,147.1,748.4,120.67,1334.33,112.2,133.17,20,14.3,2017/3/11 16:00,12690.23,5056.93,942.7,3
1155,151,600.33,146.57,1166.37,122.33,144.27,18.33,18.83,2017/3/11 17:00,13137.9,5306.77,1019.9,3
1156,160.73,468.93,183.17,980.93,148.23,175.57,15.87,28.53,2017/3/11 18:00,15317.7,6263.3,1233.67,3
1157,143.81,611.73,138.42,1112.38,139.62,164.96,15,29.12,2017/3/11 19:00,14331.15,5875.62,1147.77,3
1158,118.77,682,105.5,1130.03,110.37,127.83,14.9,34.07,2017/3/11 20:00,11592.4,4711.73,896.23,3
1159,115.53,507.87,121.57,978.5,107.33,122.2,14,42.83,2017/3/11 21:00,11119.13,4525,872.53,3
1160,113.67,762.67,89.67,1156.27,101.87,119.8,14,41.23,2017/3/11 22:00,10336.4,4249.27,834.07,3
1161,120.57,516.23,137,928.17,117.6,136.97,13.2,44.1,2017/3/11 23:00,11832.53,4875.33,972.6,3
1162,110.87,351.9,171.1,762.7,122.93,140.8,10.97,51.4,2017/3/12,12202.63,5049.27,1005.27,3
1163,110.53,395.37,185.03,746.83,118.47,136.6,10.03,54.97,2017/3/12 1:00,11612.47,4828.13,963.37,3
1164,83.7,485.1,160.3,812.23,40.4,50.27,11,32.13,2017/3/12 2:00,4139.1,1816.03,319.53,3
1165,65.77,443.43,138.9,724.37,9.93,14.63,10.3,25.63,2017/3/12 3:00,1163.1,637.27,71.7,3
1166,64.57,419.6,134.87,696.67,9,13.97,9.6,29,2017/3/12 4:00,1059.2,598.8,67.9,3
1167,76.5,454.5,124.63,681.87,13.27,20,9,32.7,2017/3/12 5:00,1445.03,761.1,106.07,3
1168,70.8,561.9,88.03,707.73,38.1,48.37,7.43,43.57,2017/3/12 6:00,4142.87,1811.8,327.07,3
1169,62.97,495.6,95.83,693.6,29.73,38.47,5.77,57.13,2017/3/12 7:00,3977.93,1685.8,276.93,3
1170,58.7,498.27,97.1,738.23,16.4,24.1,5.67,59.2,2017/3/12 8:00,2020.9,978.27,153.33,3
1171,59.63,568.4,80.47,845.43,11.83,17.5,7.27,49.67,2017/3/12 9:00,1380.63,720.6,95.87,3
1172,62.07,610.2,79.33,878.97,10.57,14.13,8.57,40.13,2017/3/12 10:00,1193.17,644.33,74.43,3
1173,73.03,607.17,90.93,884.37,12.57,16.73,10.27,31.9,2017/3/12 11:00,1449.8,741.7,87.53,3
1174,83.57,535.57,108.43,873.67,15.77,20.13,11.27,27.47,2017/3/12 12:00,1837.57,888.83,116.57,3
1175,89.83,537.87,114.53,884.3,15.27,19.33,12.2,23.63,2017/3/12 13:00,1754.6,855.37,108.07,3
1176,92.13,537.57,113.97,899,15.13,18.63,13,22.33,2017/3/12 14:00,1771.97,856.5,105.03,3
1177,89.43,507.77,118.6,918.33,14.17,17.93,13.3,19.93,2017/3/12 15:00,1718.63,837.27,97.3,3
1178,85.7,596.47,101.8,965.3,13.5,16.73,12.87,18.4,2017/3/12 16:00,1649.43,804.53,89.03,3
1179,80.93,547.8,100.07,915.8,13.8,17.43,11.5,21.23,2017/3/12 17:00,1620.07,793.3,97,3
1180,84.27,438.97,127.73,864.3,14.83,19.1,9.8,22.77,2017/3/12 18:00,1728.43,837.27,106.1,3
1181,121.07,350.57,173.87,722.37,27,33.73,7.67,34.67,2017/3/12 19:00,2908.4,1276.5,186.03,3
1182,108.23,324.1,184.2,666.8,28.37,36.13,5.43,43.67,2017/3/12 20:00,3227.93,1415.9,224.4,3
1183,86.97,356.07,151.47,738.67,45.8,58.87,4.63,46.87,2017/3/12 21:00,6008.63,2417.37,408.33,3
1184,84.03,346.8,153.3,745.27,37.53,45.63,4,48.23,2017/3/12 22:00,5311.87,2095.7,326.6,3
1185,84.37,300.27,162.63,663.67,35.8,43.5,3.23,53.03,2017/3/12 23:00,5266.83,2096.6,325.97,3
1186,85.97,300.03,165.7,664.6,58.1,68.27,2.87,56.37,2017/3/13,8992.83,3423,529.3,3
1187,79.93,280.73,188.07,591.8,61.43,71.5,2,57.6,2017/3/13 1:00,9645.8,3635,546.17,3
1188,78.23,260.77,192.1,578.33,62.53,70.23,1.67,58.93,2017/3/13 2:00,9930.87,3707.93,544.27,3
1189,77.47,256.07,187.57,551.2,58.53,67,1,65.7,2017/3/13 3:00,9353.9,3497.63,513.03,3
1190,74.83,258.13,186.17,566.77,121.23,135.23,0.4,73.23,2017/3/13 4:00,18244.93,7030.83,1094,3
1191,73.77,241.57,191.83,558.3,174.17,194.47,0,78.4,2017/3/13 5:00,25390.03,10043.97,1582.93,3
1192,73.4,217.77,196.13,518.2,167.23,191,-0.03,91,2017/3/13 6:00,23590.57,9685.47,1622.87,3
1193,82,264.33,177.3,591,309.43,366.4,-0.23,91.53,2017/3/13 7:00,37038.9,17033.83,3186.93,3
1194,99.53,281.73,195.77,617.43,150.17,176.97,0.2,89.17,2017/3/13 8:00,20987.37,8513.07,1442.13,3
1195,96.9,373.77,194.2,772.67,208.73,245.2,3.6,72.5,2017/3/13 9:00,25199.27,10778.33,2006.9,559243.53
1196,106.07,464.83,282.2,949.2,98.2,122.17,9.7,30.57,2017/3/13 10:00,9522.8,4025.77,789.3,3
1197,112.53,502.97,200.23,943.33,33.17,41.6,12.9,12,2017/3/13 11:00,3457.77,1527.33,253.77,3
1198,91.9,564.33,157.53,995.37,26.3,33.4,14.1,8.53,2017/3/13 12:00,2884.57,1289.6,198.8,3
1199,93.2,612.5,116.17,964.23,19.47,23.73,14,10.23,2017/3/13 13:00,2217.2,1032.03,139.4,3
1200,93.47,576.37,109.33,1013.63,19.83,23.9,13.6,12.9,2017/3/13 14:00,2373.63,1069.43,140.9,3
1201,94.53,594.9,99.9,1087.77,23.6,27.1,13.23,14.43,2017/3/13 15:00,2715.57,1197.2,166.2,3
1202,89.67,595.37,98.13,1061.33,20.47,25.67,12.4,14.87,2017/3/13 16:00,2392.27,1073.73,145.2,3
1203,91.67,588.53,99.03,1045.27,21.93,28.87,11.43,15.23,2017/3/13 17:00,2489,1131.2,163.77,3
1204,101.17,544.03,111.43,948.83,26.97,38.63,10.17,20.83,2017/3/13 18:00,2837.93,1287.5,222.93,3
1205,94,431.63,131.5,815.27,30.37,38.63,7.97,26.4,2017/3/13 19:00,3250.93,1417.13,226.17,3
